,tweet_id,user_id,label,tweet_text
0,2.641838165481308e+17,15140428.0,positive,gas house hit im going chapel hill sat
1,2.642493019103109e+17,18516728.0,negative,iranian general says israels iron dome cant deal missiles keep talking like may end finding
2,2.641057518265385e+17,147088367.0,positive,j davlar th main rivals team poland hopefully make successful end tough week training tomorrow
3,2.640945866899538e+17,332474633.0,negative,talking acts ampamp sats deciding want go college applying colleges everything college stresses
4,2.5494179075760128e+17,557103111.0,negative,may superbowl dallas dallas aint winning superbowl quarterback owner
5,2.6416903415569613e+17,382403760.0,neutral,im bringing monster load candy tomorrow hope doesnt get squiched
6,2.6319209170065408e+17,344222239.0,neutral,apple software retail chiefs overhaul san francisco apple inc ceo tim cook monday replaced heads
7,2.6339899867569357e+17,812957996.0,positive,watched sridevis comeback u remember sun mornings nta
8,2.60200142420992e+17,332530284.0,neutral,nadal confirmed mexican open february rafael nadal set play
9,2.6408762923720294e+17,61903760.0,positive,didnt want pop yep chapel hill next wednesday come shes great ill tell asked
10,2.5069263633004954e+17,29023839.0,neutral,hmmmm november odd release date true becomes big enough maybe could sing grammys
11,2.633047194710876e+17,564843841.0,neutral,us delisting mko global terrorists list line iran campaign tehran oct irna secretary
12,2.639568677876736e+17,183985016.0,positive,good morning becky thursday going fantastic
13,2.6397511340434227e+17,616166780.0,neutral,expect lightmoderate rains e visayas cebu bohol samar amp leyte chance rains tonight expect fair weather tomorrow
14,2.5734369946017382e+17,10115042.0,positive,one ticket left game tomorrow dont miss rematch nfc championship game ny giants hit
15,2.641255913374638e+17,348691527.0,negative,afc away fans saturday stuff said chant bollocks ball turn back
16,2.6425983059060326e+17,183011479.0,negative,hard find days went stores castle cover issue none search tomorrow
17,2.6422393440321126e+17,117204603.0,neutral,heat game may cost alot moreand plus would rather see austin rivers play
18,2.640417644600361e+17,198706982.0,positive,never start working dreams goals tomorrowtomorrow never comesif means anything u act
19,2.641022953928827e+17,43577828.0,positive,vick flacco needed upgrade vick may get benched jennings back soon thought win
20,2.6407157292560384e+17,43167117.0,positive,looks like andy android may little much fun yesterday
21,2.6211506832028467e+17,306647135.0,positive,oooh nice tis tempting go lakes nikon hmmmm may
22,2.6423963679943066e+17,864992245.0,neutral,black friday huge saving aerial view city paris las vegas las vegas strip las vegas
23,2.579511075302523e+17,100101797.0,negative,jenelle liesst said alone ampthe hospnow shes saying weird keiffers
24,2.635025996999557e+17,138301329.0,negative,lmfao big ass get nerves going class tomorrow
25,2.366651895026811e+17,551910244.0,neutral,mohamed morsi egypts muslim brotherhood president instructed supreme council armed forces thursday
26,2.623844146239365e+17,17091853.0,neutral,cmon avila got tagged guy looks like kid bill murray researching royal tenenbaums
27,2.639365817343836e+17,108594490.0,negative,think boro beat swansea im sure decemberjanuary implode
28,2.4922812830255104e+17,160639448.0,neutral,first grammy awards held may domenico modugno beat frank sinatra peggy lee record yearwith volare
29,2.6334644477218406e+17,566521127.0,positive,studied day tomorrow im going friends omg jennette im gon na look lt
30,2.6397091327025152e+17,15794878.0,positive,good morning thursday life fragile guaranteed tomorrow give everything youve got tim cook jobs
31,2.6416299708843622e+17,93655075.0,positive,mcfly come back argentina time want come mar del plata
32,2.598215743943557e+17,23346086.0,positive,anything wondered aspects btwn sunmoon faired rising also venus sagyea lol thank u
33,2.638008563218596e+17,49032667.0,negative,teachers call givng us candywasnt even good stuff might go walmart cvs tomorrow
34,2.6401172808441037e+17,24144230.0,neutral,peyton manning named afc offensive player month th honor second tom bradys tied w td
35,2.641204833840087e+17,533302080.0,neutral,bringing kendrick lamar th december get tickets
36,2.6393949942647603e+17,37877566.0,positive,may android phone time get back school
37,2.6405673369196134e+17,23939440.0,neutral,andres wigan warning official site wigan might currently occupy th place premier league
38,2.619658169065349e+17,345065738.0,neutral,strange enough im going see noel gallagher concert tomorrow night
39,2.6404227510818816e+17,493383592.0,neutral,professor passes candy says small amount may valentines day know
40,2.6365601354102784e+17,913170146.0,neutral,going act new york subways better clutch like eli manning th quarter
41,1.650441728589865e+17,160465887.0,negative,homegrown talent missing signing day throughout day wednesday video scoreboard
42,2.6423041689715917e+17,142476472.0,positive,taylor swift coming ed sheeran june th perf news ive heard night
43,2.6380931108662886e+17,175523498.0,positive,great noel gallagher hit stage st paul plenty room th row center plenty room pretty fired
44,2.6379708467369165e+17,372303578.0,neutral,going plenty ups amp downs borocardiffleicester etc mayi hope still shout promo
45,2.6425378079782502e+17,201148169.0,neutral,playing browns hc k fri xfacalac lost ravens allmadden
46,2.6019376239806464e+17,33442620.0,negative,nooooooooo rosanne theyve restocked going overseas sunday means cant afford
47,2.5623780914744525e+17,478075690.0,neutral,pain far deeper billy cundiff missed field goal got ta wake forget tomorrow
48,2.6419871111303987e+17,113783053.0,positive,november ready head movies breaking dawn part
49,2.629770655680512e+17,73767786.0,neutral,seeing tweet watching vow think may need watch
50,2.6206853618743296e+17,90333241.0,positive,station air new episodes cougar town january good us jordan
51,2.6421539077372723e+17,276151090.0,neutral,alex poythress points rebounds debut kentucky exhibition game thursday played minutes
52,2.45461530206933e+17,222961982.0,positive,think may heart attack jason wus new collection charlotte rampling night
53,2.633915247698985e+17,615354091.0,neutral,get equipment working correctly live show friday pm cst contactee ray
54,2.602482872553431e+17,407729607.0,positive,amazing concert tonight jim white tcu jazz ensemblefaculty jazz combo dont miss tomorrow night
55,2.569843479351419e+17,62265830.0,neutral,th inning th quarter feel didnt coulda swore saw cundiff shank one mound
56,2.6415096220419277e+17,470529724.0,positive,would still wear shorts cold love britain sees bit sun theyre like oooh lets strip
57,2.564163071829852e+17,47208627.0,positive,capello says time russia win big match russia manager fabio capello thursday said intended
58,2.5945221188356915e+17,63808899.0,neutral,jackals goal jimmy martin sneaks rebound past killeen give elmira lead bushee amp bellamy assists left nd period
59,2.637325695085527e+17,369152026.0,positive,kickoff weekend service evs get bus trip boys amp girls club friday hope see
60,2.642220521295749e+17,430519387.0,positive,lmfao alright u got good job parker spurs see yall jan th get extra ticket game ur goin
61,2.133420543512576e+17,189656827.0,negative,desperation day february th well known day mens life
62,2.551902167956398e+17,366751482.0,neutral,similar circumstance australia jan australia day amp many first peoples call invasion day
63,2.6413533932776653e+17,159343219.0,neutral,paulandhomos harry louis fri eleanor inspira harry manwho louis
64,2.6307981295499264e+17,392639346.0,neutral,apple software retail chiefs overhaul san francisco reuters apple inc ceo tim cook monday replaced heads
65,2.6408845749060403e+17,509707361.0,negative,damn next saturday tho niggas trynna get shit
66,2.631329605077033e+17,449609540.0,neutral,th one harry styles lt
67,2.5902254960479027e+17,204793455.0,neutral,blog post mtvs teen mom returns intense third season chelsea jenelle kailyn leah monday
68,2.5305060832250266e+17,200261099.0,neutral,business leaders award ceremony held annual meeting davos january
69,2.6299927327526093e+17,101319101.0,positive,hi elif greetings usa midwest school going happy turkish republic day cant wait nov yes
70,2.6391976050336154e+17,87970697.0,positive,hoping look fit tomorrow jeremy kyle show
71,2.6420340347385037e+17,853146211.0,neutral,joe gone chill saturday come tho
72,2.642420244531118e+17,45450902.0,negative,obma fails unite us divides us sex colorpartyage wealth nevadas st latino governor votes early romney predicts gop win
73,2.5678766836770406e+17,610413207.0,positive,grammys concert pays moving tribute whitney houston whitney houston given final sendoff grammys thursday halle
74,2.6386557531338342e+17,410051441.0,neutral,tallied votes announcing winners calling communities tune nov st cst
75,2.5922435147852186e+17,20050520.0,neutral,radio rocks next week starting live lounge show bullet valentine monday
76,2.467602392218583e+17,7532872.0,positive,drew peterson check movie photos watch sun c
77,2.6286226227082035e+17,601803511.0,neutral,im year old still loan rd time coventry overall hopefully return bale still ther
78,2.6408435234074214e+17,388974334.0,positive,pumped open season tomorrow night georgetown womens preview mens preview
79,2.6416076111755264e+17,32215290.0,negative,found piece candy may injected something
80,2.6331900606325965e+17,432174507.0,neutral,apple shakeup mobile software boss eased apple inc ceo tim cook monday pushed powerful head companyamps mo
81,2.6379912384780698e+17,22100843.0,neutral,somehow managed lose princess leia bra saturday im going noel gallagher glock phish ie jortsamptank
82,2.639247634230354e+17,27133567.0,neutral,may relent get one hope doesnt come hopefully decent apps get ported android
83,2.6418351417655296e+17,316127177.0,neutral,android camera app photo sphere available galaxy nexus introduced monday android bring
84,2.625759457419141e+17,31121565.0,positive,saeed bep ricky martin kt tunstall great songs get sunday hate rain
85,2.639210383525806e+17,213263464.0,neutral,nope camden eating greek food pumpkin another wednesday
86,2.637481180912763e+17,785067278.0,neutral,faq skeuomorphic design executive shakeup apple san francisco ca march apple ceo
87,2.6365162737277747e+17,19594426.0,neutral,fact day halloween night papa johns second busiest night year behind super bowl sunday
88,2.5736950808642355e+17,531994655.0,positive,omg ricky martin may gay one fine ass gay man
89,2.64249493787136e+17,260882576.0,positive,clippers playing cavaliers monday night honor israel wish la still
90,2.614348457738281e+17,391892475.0,negative,noel gallagher musicians fucking idiots yeah brian may hes idiot idiot happens professor
91,2.5279828141396787e+17,23075654.0,neutral,vow likely return midsummer break prix de royallieu longchamp saturday
92,2.6418263881691955e+17,446301191.0,positive,hell yea lmfaoo amp see tomorrow asia baby
93,2.641381910308741e+17,850357831.0,neutral,wanted know argentina going make directioner fest november te amo te amo te amo
94,2.638642489528361e+17,609103932.0,neutral,november already christmas soon new year valentines day graduation
95,2.63972222677418e+17,229497776.0,positive,michael jackson shes life live wembley july love
96,2.638672634745979e+17,428841738.0,negative,niggas lakers dickwe still gon finish damn near first seedwhile yo team struggling th spot
97,2.405539331169444e+17,533752023.0,positive,october people principlesamp argue passionately amp act ghandi sadat adt
98,2.6266173799467008e+17,186089082.0,neutral,need another viv necklace may buy one valentines day
99,2.4632027124874445e+17,206354030.0,positive,im bathroom bumping niggas paris crunk ass hell like st time hearing song never get old lol
100,2.556905029706711e+17,18712398.0,neutral,got tickets see muse florida combined grammys two weeks prior equals really busy february ruby
101,2.5869510852911923e+17,64351004.0,positive,welcome nick j manila excited show friday
102,2.6163229552033382e+17,217685779.0,neutral,battle th banner royal rumble basketball edition
103,2.6118455333763072e+17,244570235.0,positive,th album grammy awards amas bmi awards reigning entertainer year acm
104,2.2647470848753254e+17,59060233.0,neutral,smooches fido yea nay july th international kissing day human sort later month ca
105,2.4718326678278963e+17,260477688.0,positive,midnight east coast means birthday happy th birthday nick j lt
106,2.5174252460192563e+17,610495100.0,negative,apple ceo apologizes errorridden new map app apple ceo tim cook apologized friday companys errorridden new mobile map
107,2.6170681145388646e+17,79601816.0,neutral,monta ellis ellis provided five points shooting thursday
108,2.589890362056622e+17,25393624.0,neutral,teach basketball school gon na spend st day watching larry bird videos amp rest take care
109,2.640847483459625e+17,747406040.0,neutral,atampt offers free cloud storage ios android atampt thursday announced new service calls atampt locker th
110,2.637944335967232e+17,41680302.0,positive,th anniversary celebration still time make king dr
111,2.3757181755078656e+17,727519172.0,neutral,told shane would get thstar rivals signing day
112,2.634493153500324e+17,295403177.0,neutral,mitch free sunday bale leaves hour big deal animals
113,2.523307526650757e+17,268248070.0,positive,love skipped every category ntas besides soaps couldnt give half fuck everything else went air tomorrow
114,2.636109335684997e+17,302256936.0,negative,sat ray lewis home jersey didnt lot either
115,2.6290324488650752e+17,575902991.0,neutral,new york giants gamebygame predictions nd half season
116,2.642409830326149e+17,123520382.0,neutral,cmon cmon sound like queens rock somehow
117,2.509292349970391e+17,399878389.0,neutral,mashed niggas paris club paris cliche may sound
118,2.6405566086448742e+17,346867096.0,neutral,pick chelsea team play swansea chelseas focus turns back premier league saturday make
119,2.477729183843205e+17,19885888.0,neutral,look seems nash davos done deal along joe thornton may pay visit
120,2.5403279968058982e+17,412603173.0,positive,mom texted reminding grammys birthdays tomorrow could ever forget
121,2.6220657120182272e+17,185101254.0,positive,wow youre also percy jackson fan th book heroes olympus entitled house hades
122,2.6414329490324685e+17,331180650.0,negative,esperance without star player youssef msakni first leg champions league final al ahly saturday
123,2.632471665821737e+17,45671664.0,negative,sun paolo di canio says beating aston villa tonight would like sex madonna
124,2.2623809219187507e+17,141284401.0,negative,obviously fan dream high havent even watched well watched st epthats heard song
125,2.5888792507541094e+17,37007849.0,positive,black history fact marsalis st artist win classical jazz grammy awards one year repeat next yr
126,2.63530816162902e+17,323297690.0,positive,watching david letterman audience playing like still nd brilliant thing ive seen tonight
127,2.465889592479744e+17,67771614.0,neutral,gov mitch daniels announce indiana supreme court pick rd time charm female member panel
128,2.6375332642280653e+17,18013192.0,neutral,common nights order pizza nye jan day thanksgiving super bowl sunday halloween
129,2.5786507593372877e+17,413586409.0,positive,grey yellow gold wedding puzzle first piece unique twotone dress
130,2.6238023598565786e+17,40098249.0,neutral,harakah iran army monitoring ships gulf tehran oct senior commander islamic revolution gu
131,2.637408610310103e+17,16380085.0,neutral,ht norwich weve edged st half without creating clear cut chances bales couple decent long range efforts
132,2.6422698887993344e+17,26639468.0,positive,guys marijuana law colorado oregon washington pass tuesday
133,2.546008648687493e+17,59459031.0,positive,breezin best pop instrumental performance th grammy awards
134,2.482348712380375e+17,51264823.0,neutral,pacino going play joe paterno nd time starred film line say hello little friend snl
135,2.641611305853993e+17,163101429.0,negative,wearing make dublin tomorrow im getting ready party help
136,2.639537418777641e+17,341470410.0,neutral,snow may fall parts cny next days find best chances tv amp online
137,2.6380328807447757e+17,396953010.0,neutral,seem like austin rivers tryin get bucket feel em tho st game league trying hard
138,2.0400133959910605e+17,160648260.0,neutral,cofield draws leadoff walk top th zaharion plate
139,2.5733214568778547e+17,328656254.0,neutral,aww celebrity day thursday also going jennifer hudson though
140,2.6423564203945574e+17,22111480.0,positive,miss better get juge kiss hug tomorrow night joes
141,2.6397688335448064e+17,497155084.0,neutral,sat watch michael jackson dvd xx
142,2.5639578403827712e+17,163198967.0,neutral,set axis nigerian economy airing every tuesday pm nta international dstv
143,2.617695795445842e+17,20096243.0,positive,text dad like charles dickens obvs looking amazon wish list late sunday th surprise
144,2.641674305642373e+17,17781471.0,negative,upset alert acc mens soccer maryland wake forest late ndand man earlier red card
145,2.6262782190881587e+17,28844188.0,negative,really bored host super sunday nothing talk rave man utd
146,2.588361195322286e+17,25483231.0,neutral,may missed seeing noel fielding rich fulcher today see tom tilley
147,2.586255164819538e+17,134881721.0,positive,looper amazing theatre see simon callows mystery charles dickens loving wednesday work
148,2.5584852258116403e+17,363795716.0,neutral,negros nigglettes would like attend aap rocky concert november th starland lem know tickets
149,2.641053908186194e+17,812898906.0,positive,wish maddie luck next saturday solo audition britains got talent ellie xxxxx
150,2.4122565107452723e+17,39010302.0,neutral,joe pa masks penn state sat psu allow stadium bad wear
151,2.560181403188224e+17,580515576.0,negative,thats crazy im jealous u going joe pas grave sad saturday walked past statue
152,2.6336276901174886e+17,27020138.0,positive,mizzou commemorates win kentucky tshirt really dr saturday yahoo sports
153,2.6003621700818534e+17,278137824.0,neutral,lol year may chance superbowl must wait nick foley
154,2.637061557784412e+17,27556859.0,neutral,thinking bolt action may cards valentines day something
155,2.230455645714596e+17,305277813.0,positive,happy valentines day everyday th
156,2.639617501420626e+17,441531846.0,neutral,may indian time tonite becky xx
157,2.6370478918611763e+17,38615758.0,positive,watched campaign ferrell zack galafianakis good fun wednesday
158,2.627780554020905e+17,22513829.0,neutral,season ends superbowl first week february
159,2.6079975909742182e+17,15659445.0,neutral,review reminded still need read st percy jackson book heroes olympus offshoot series
160,2.6094977768711782e+17,32704887.0,neutral,crazy meeting old nba player picked rd larry bird
161,2.6420969973234893e+17,355051509.0,negative,sunday new york giants going
162,2.45532165637546e+17,34014706.0,negative,introduction literature wrote woman black something particulalry want read may cry
163,2.6406031176461926e+17,851106050.0,neutral,new today northern lights get payed tomorrow
164,2.642027438776156e+17,21069858.0,neutral,finished rehearsing ready kendrick lamar show tomorrow shout outs wvu
165,2.628343601290363e+17,800315304.0,neutral,posted photos facebook album super sunday wid shobhit bhatia
166,2.6421534057628467e+17,82125212.0,neutral,watching allaccess kentucky every wed making like young dudes kentucky
167,2.6309850664495514e+17,141049123.0,neutral,black friday deals nikon megapixels digital slr camera mm nikkor vr lens black amp nikon
168,2.289561890005975e+17,501134907.0,positive,han mon dieu le remix de best dans dream high je meurs xddd
169,2.6420393164577587e+17,27777925.0,neutral,want miss tomorrow night rj moving maryland soon truly epic set planned
170,2.6092046732455526e+17,361434318.0,neutral,dont forget mitch daniels going steven colberts show thursday think come topic
171,2.6412799542442394e+17,62680567.0,neutral,would think would running potus may part job someday
172,2.6339800480179814e+17,245624274.0,neutral,gon handle announcing super bowl sunday might put gold back yo grill
173,2.6395384649209446e+17,463441798.0,neutral,plans go cvs work today get something may get im going quarantine today
174,2.526503468732457e+17,275414774.0,neutral,iphone apple ceo pledges improve new map app apple ceo tim cook apologized friday companys er
175,2.6249751499597824e+17,14989779.0,neutral,full moonoct th read sun sign libra scorpio sag cap aqua pisces
176,2.5678783245307904e+17,199690203.0,neutral,drew peterson may convicted still conflict going
177,2.6406794445837107e+17,28896087.0,neutral,paterno wouldnt charged hearsay job minimal may reported rest speculation
178,2.6391851308378112e+17,389925947.0,negative,bensons attention frankie feels like forgotten stepchild lets founding father know never forget nd place
179,2.6295436142722253e+17,724506216.0,negative,police protesters clash republic day march turkey day marking th anniversary founding
180,2.6366430288244326e+17,377060725.0,positive,participating google hangout tomorrow im super excited check
181,2.6407407670698394e+17,337308259.0,negative,think murray may leave way team drafts th th round
182,2.637958144706642e+17,521532492.0,positive,aww love austin rivers happy see get start st nba gamebut boys lets go spurs
183,2.6085126095622144e+17,242895807.0,positive,mines personal thinking tebow better flacco dont care bad played sunday
184,2.6364643745845248e+17,155762352.0,positive,another center gagner good cheap nd line option afford keep kids
185,2.6418799788754125e+17,131042222.0,negative,im still shaking head decision heat amp knick actually playing tomorrow msg
186,2.641748988077179e+17,463661547.0,negative,glass may rising getting warmer lago del desierto argentina
187,2.6424562568255488e+17,58297064.0,positive,wish could make trip athens tuesday
188,2.631869676159058e+17,610467658.0,neutral,apple software retail chiefs overhaul san francisco reuters apple inc ceo tim cook monday pushed powerful hea
189,2.564163071829852e+17,47208627.0,neutral,capello says time russia win big match russia manager fabio capello thursday said intended
190,2.6295305365999616e+17,36210889.0,neutral,im hosting day party spartacus friday spy raleigh night
191,2.6370146928964403e+17,129412273.0,neutral,eli manning hopes giants uplift spirits millions affected sandy ny game steelers sunday
192,2.2595695113629286e+17,465974864.0,neutral,mccormick placerite hyatt hotel like rd nd king dr
193,2.5634093041464525e+17,124869414.0,positive,fabio capello ive seen days assure russia capable getting good result vs portugal tomorrow
194,2.6413926824976384e+17,17436164.0,neutral,necessarily nevada may help obama one less vote romney know mean hah
195,2.642300794947707e+17,297382357.0,negative,parker leonard steal okcs thunder ninety minutes tipoff thursday night atampt center oklahoma ci
196,2.6319106508601754e+17,236100068.0,positive,watching campaign realized step brothers still funniest ferrell movie one nd place
197,2.6415523180434637e+17,535941624.0,neutral,hes plane amsterdam bet hes class tomorrow
198,2.6406357403553382e+17,494035942.0,positive,really wan na go one things watch new thing channel last friday xx
199,2.636407838638162e+17,214139359.0,negative,may girl face earth doesnt find channing tatum attractive
200,2.5953555605526938e+17,28207562.0,neutral,cold pizza mass effect want leg healed going look voodoo shit ill walking jumping running tomorrow
201,2.6154568710632243e+17,25181326.0,positive,remember cupid convo last year bomb candy bar liked youll love next tuesdays tr
202,2.6345334092558336e+17,59055457.0,neutral,channing tatum white oak tomorrowfor stalkers
203,2.641527620261847e+17,287288414.0,neutral,fly saturday th detroit amsterdam newcastle
204,2.6162419738046054e+17,281520735.0,neutral,video game trailers launch trailer check launch trailer mass effect added fri oct
205,2.5731502435427942e+17,28660297.0,positive,id watch cougar town day january tbs funny
206,2.6409668376645632e+17,93522700.0,negative,stacie hit said packages might tomorrow thats case im going rave san fran
207,2.6377343275015782e+17,268893346.0,neutral,course aston villa played park saturday bring
208,2.6416984906702848e+17,372547953.0,negative,give mins candy dancer deja vu im nutting th pump bad lol
209,2.63718726627627e+17,263579038.0,positive,know may fond countries uhhappy republic day
210,2.641950241352868e+17,57000820.0,positive,cof cof someone going germany november oh really envy
211,2.6333172694269133e+17,70257698.0,positive,thank snow cancelling classes today may stop snowing drive chapel hill tomorrow id really appreciate
212,2.602323370512302e+17,223305414.0,positive,chick class said flacco best qb league chick talkin football cant wait class tomorrow lol
213,2.6424356620797542e+17,14931166.0,positive,pitch new birthday party super bowl sunday treat
214,2.2634522023992525e+17,42909123.0,positive,july sam gagner nice least another year
215,2.641883047470039e+17,200276624.0,positive,think might go see flight tomorrow denzel washington
216,2.4162521905012326e+17,41202626.0,neutral,mohamed nasheeds press brief coni report aug via
217,2.6414048461468467e+17,433625759.0,positive,wish best luck boro football players hope kick butt saturday shaun
218,2.615637572123607e+17,67845619.0,neutral,calling reality tv fans inviting li reality tv stars join google hangout sunday
219,2.5640818915791667e+17,62631820.0,negative,honesty often best policy fabio capello russia coach hoping ronaldos injury serious couldnt play tomorrow
220,2.6382711563865293e+17,550523672.0,positive,bestie got ta go see flight denzel washington comes friday seems good
221,2.6422197860763648e+17,59342982.0,neutral,dinner athens friend preparing game saturday
222,2.642189829266555e+17,51887927.0,positive,def think come tomorrow boys
223,2.638039813845156e+17,243903348.0,negative,austin rivers st game people sucking rookie chill
224,2.6424745642493542e+17,429312292.0,neutral,hello may ask get set castle
225,2.25311712008618e+17,182784794.0,negative,gagners agent says talks continue hearing friday deal msm proved youre
226,2.6269617170378342e+17,283223567.0,positive,im enjoying celebrity juice instead sleep going fooked tomorrow though
227,2.44715076228096e+17,40362193.0,positive,woman black legendary ghost thriller touring dubai abu dhabi november amp december
228,2.6410721657817498e+17,27952164.0,neutral,please wednesday potus elected move country
229,2.6421431832794726e+17,57722479.0,neutral,jacksonville really sound like move tomorrow
230,2.6413472193880883e+17,628912797.0,neutral,opens tomorrow lees star san fran roger ebert called one years best films
231,2.5834917010722406e+17,832164745.0,negative,nooooooooo maybe look right test tomorrow first
232,2.407537146615849e+17,329047546.0,neutral,loan keeper ben amos named england unders side face azerbaijan next thursday norway sept
233,2.6418057080696422e+17,151353772.0,neutral,norv turner calls play action pass st amp goal halfyard line rivers throws pick
234,2.6418233953656422e+17,120627815.0,neutral,friends betting joe wets pants sees whopping mittens get nov
235,2.429897168934789e+17,175060800.0,negative,waheed proposed mdp join gov prior conis verdict feb controversial power transfer refrained mdp joining govt
236,2.6411300507840512e+17,19816683.0,neutral,booked see good day die hard february valentines day
237,2.6420855833638912e+17,112878558.0,positive,frankie think im gon na date bed tomorrow thats boy
238,2.4677635555812966e+17,98698262.0,positive,pray mohamed morsi new president egypt may continue leader freedom peace
239,2.6154058780156314e+17,35143403.0,negative,axl rose needs give later soon tomorrow
240,2.6421482509631488e+17,95521694.0,positive,shout boy fights tomorrow night las vegas card hes put work dont need wish luck
